51305930516,cgb,93,69
51305941824,cba,232,165
51305956487,cec,19,31
51305961117,gca,49,231
51305983367,beb,246,306
51306015274,cgf,93,68
51306071180,gbc,1,261
51306074292,eac,278,5
51306094954,fge,193,43
51306142568,dcb,277,186
51306172562,dcd,268,178
51306179451,dgc,64,225
51306245908,eae,261,16
51306259553,fga,22,136
51306291303,eee,12,244
51306312063,dcd,222,192
51306332659,ffc,256,147
51306339310,fec,292,248
51306346093,gbg,290,7
51306349021,ada,58,53
51306354809,eag,289,212
51306358462,gbd,287,167
51306397594,gcg,166,238
51306420986,gbb,20,116
51306424633,ggf,14,135
51306425548,cbd,293,78
51306460264,cff,113,269
51306481214,fdg,263,144
51306483657,agf,226,236
51306502398,gae,216,47
51306519968,ecg,33,129
51306524901,egd,80,169
51306530379,bbe,129,100
51306584860,cde,37,82
51306621311,agg,228,225
51306661012,ega,212,237
51306670818,bgf,38,234
51306679925,dcb,140,152
51306680313,fac,76,16
51306692245,fgf,3,247
51306730078,ggg,177,28
51306766952,acb,187,175
51306775560,ceg,172,103
51306792260,bed,158,268
51306817563,dfe,32,314
51306818526,efb,299,210
51306853924,agb,45,90
51306880808,adb,139,116
51306888484,bgb,13,84
51306905411,dcf,217,197
51306929028,geg,182,139
51306929277,acd,18,97
51306933636,bgg,178,72
51306937683,bff,230,13
51306943344,egc,240,12
51306953036,egc,228,12
51306960382,agd,107,49
51306981850,cee,178,239
51306991784,fgd,243,141
51307006049,cce,152,219
51307009674,dfc,69,186
51307035417,aaf,32,201
51307036018,aec,74,89
51307040114,dee,130,158
51307042788,ccc,286,155
51307045486,aae,217,83
51307048307,fcg,112,206
51307056556,fgg,67,183
51307068032,cfe,199,211
51307131131,abd,215,108
51307143324,dga,199,312
51307145150,cbe,18,288
51307151053,aad,80,167
51307166006,bcb,230,279
51307171737,bgg,73,73
51307180432,gga,102,30
51307195798,ege,41,93
51307198201,fgd,109,146
51307207553,cfb,140,17
51307214547,cce,7,188
51307232816,gbf,11,120
51307234914,abc,200,40
51307238900,feb,199,79
51307251782,agb,129,81
51307253551,edg,107,84
51307254975,ace,101,9
51307266632,bdf,56,224
51307272671,gbc,282,292
51307315501,ffe,64,23
51307320777,gbe,280,230
51307352812,dea,186,64
51307366194,bba,289,44
51307376667,dge,124,291
51307391756,bge,45,121
51307402154,gcg,115,233
51307404639,fbe,39,274
51307404683,beg,124,25
51307447049,bbg,93,246
51307493127,fbd,2,111
51307497860,aed,92,246
51307506912,gfd,146,148
51307525544,gea,204,185
51307525611,ede,121,162
51307528545,bdf,207,266
51307530264,faa,146,199
51307539179,bcf,224,103
51307550495,ede,240,187
51307551574,fdc,253,245
51307560430,def,291,234
51307600573,gdg,191,113
51307609117,dge,284,340
51307615599,dec,150,194
51307628792,eed,114,45
51307636691,fbc,40,5
51307655310,fac,144,13
51307665810,dff,237,120
51307671440,bce,156,94
51307674289,cgg,6,53
51307675484,cec,53,26
51307680429,afb,278,143
51307700651,cbc,241,9
51307708329,ffa,270,53
51307727898,agd,125,42
51307730060,gcf,52,190
51307781408,cbg,71,291
51307787753,fce,56,75
51307805004,bde,31,303
51307833684,gfc,9,278
51307848867,gdc,22,189
51307867514,aag,258,290
51307890414,bbd,107,86
51307897037,fdf,188,164
51307903484,cfg,296,251
51307906496,ebg,221,6
51307930704,ecf,44,31
51307930855,bab,242,259
51307959414,cbb,67,234
51307959943,ggc,191,179
51307980395,gda,157,217
51308009605,ffd,281,169
51308034571,eea,26,142
51308039638,gcc,235,75
51308042105,ggd,141,27
51308078789,cfd,100,73
51308097669,cga,275,134
51308098627,cdg,155,127
51308103429,ddb,3,149
51308111035,bca,72,53
51308115738,add,111,219
51308139661,ege,298,102
51308142668,edc,271,152
51308146169,fae,96,171
51308148201,aeg,290,34
51308156242,dfg,288,235
51308179846,efd,29,196
51308223122,ebf,138,292
51308246119,acd,188,108
51308282520,fbb,143,231
51308284589,bec,28,221
51308300254,beg,287,20
51308315994,gaf,194,145
51308320775,agd,160,43
51308347941,fca,252,234
51308352373,gag,67,173
51308380636,dfg,289,242
51308380654,bgc,104,44
51308403120,egg,124,167
51308419279,eeg,229,23
51308441147,ebd,7,191
51308441662,cfe,53,219
51308465163,ceg,1,84
51308465548,bfb,5,287
51308490649,efc,35,291
51308498884,cee,210,248
51308509227,bee,112,275
51308531329,aeb,51,101
51308537223,bdd,65,10
51308537593,eeg,65,22
51308542924,fac,39,14
51308560555,ffd,95,152
51308566167,bbc,214,151
51308573203,aga,167,189
51308606790,baa,243,63
51308613829,gaa,259,155
51308616581,aee,132,110
51308636083,bcf,52,95
51308644815,aff,291,176
51308656642,cac,110,270
51308661823,dad,144,181
51308663760,dee,32,165
51308693721,ebc,251,267
51308702405,dcg,76,163
51308721042,cce,264,221
51308731155,abg,212,292
51308753988,bcg,18,80
51308768685,abf,88,14
51308776512,gdb,38,316
51308780591,agb,140,64
51308796870,ccg,108,213
51308815852,age,135,63
51308821045,cac,276,315
51308826288,fab,261,135
51308833137,cgf,270,71
51308835152,cgg,191,48
51308836616,aab,271,163
51308840635,cdb,8,120
51308852541,afa,120,124
51308861638,dfb,4,134
51308866211,agb,264,67
51308879965,bfc,21,11
51308885810,afd,108,38
51308891010,adb,84,132
51308907792,dab,15,7
51308918327,fce,262,77
51308932606,dac,170,256
51308944313,fda,23,203
51308951773,gfa,113,196
51308951921,gce,51,140
51308966747,ddg,97,9
51309015460,cgd,29,129
51309021910,fcd,6,134
51309027404,dca,263,13
51309043492,fdb,36,214
51309049078,gde,216,251
51309096320,ecb,256,43
51309106834,cfe,44,201
51309114830,fde,140,91
51309140861,deg,176,224
51309144786,bfa,86,187
51309158290,dae,27,25
51309158951,afg,5,230
51309176593,ecb,204,42
51309190626,efg,25,29
51309191819,egb,77,163
51309209929,gcd,9,236
51309216311,eda,37,115
51309221672,acf,79,237
51309232892,geb,94,220
51309255188,gff,276,158
51309259802,eaf,274,200
51309284749,bda,193,14
51309302684,bga,38,56
51309312333,gdf,10,30
51309315027,fff,93,219
51309326218,dga,119,262
51309335670,bbg,290,273
51309335702,gbc,257,335
51309340543,ced,100,209
51309349910,eba,86,154
51309372185,agc,136,30
51309380442,edb,146,182
51309384253,daf,224,204
51309387409,dda,172,141
51309390614,fdf,53,173
51309393401,fac,45,12
51309398879,egc,54,9
51309412877,dbf,171,44
51309416504,eea,35,127
51309419128,bfg,93,65
51309425028,ddc,122,211
51309428735,fdb,299,205
51309448477,cda,287,220
51309515200,bae,260,131
51309516805,adg,255,50
51309519308,ede,69,200
51309527470,bgd,62,255
51309531830,fad,294,79
51309543839,bdf,261,308
51309568270,afc,58,159
51309574791,ebe,126,144
51309591929,gga,45,34
51309597317,fgc,28,95
51309623042,cdf,44,138
51309623239,eba,268,138
51309634109,fcg,28,181
51309651555,gaf,91,146
51309654139,afa,51,121
51309659085,eeb,88,18
51309676261,fbg,4,281
51309679026,dbe,190,24
51309694396,dea,55,74
51309697144,caa,10,39
51309697326,gfd,197,133
51309700300,gcb,167,107
51309704195,gfe,9,109
51309706257,def,37,243
51309739008,ged,59,220
51309757575,fdd,242,148
51309764563,ece,297,82
51309765128,dfc,201,210
51309783085,abd,60,112
51309808042,fbf,60,213
51309809855,fee,3,55
51309811017,cca,15,148
51309834118,bea,95,258
51309846624,cbg,131,285
51309851738,ffd,25,127
51309858330,dde,261,259
51309877882,ddf,200,189
51309883095,fae,168,186
51309889184,fea,289,41
51309890354,ceb,70,9
51309890803,abe,283,55
51309895675,cag,147,72
51309902290,gdg,48,91
51309940764,aca,151,183
51309943812,fge,267,35
51309945008,bab,245,259
51309956526,ded,87,41
51309957671,ecg,153,109
51309972498,faf,47,74
51309972652,edf,227,251
51309975756,afe,93,168
51309979053,cdd,81,173
51309996222,ffb,287,175
51310038697,aac,194,345
51310050383,cce,258,254
51310074739,cab,156,213
51310102224,gdd,257,240
51310114354,cfa,254,206
51310118806,cge,97,358
51310154687,fgg,64,190
51310186864,abe,66,63
51310241877,dgb,120,248
51310242523,ffa,104,58
51310296467,bgg,164,71
51310344120,gcf,260,182
51310353583,fda,94,192
51310356033,ggg,90,24
51310364077,gea,31,207
51310368103,fdc,72,259
51310450190,gce,298,117
51310455027,adc,174,77
51310465516,adf,219,177
51310489772,bad,80,237
51310496085,bbf,43,214
51310504669,bag,155,8
51310513245,gbb,65,120
51310538306,fcb,209,50
51310543078,beb,219,345
51310608740,gca,182,258
51310657111,ggd,238,27
51310679320,gga,79,29
51310683334,cbg,48,265
51310689932,aaa,16,108
51310701989,ccf,131,180
51310705027,abb,72,77
51310714275,daa,65,236
51310726477,aef,213,54
51310743456,bca,173,58
51310748557,efa,163,39
51310761039,dec,100,162
51310769650,fce,49,84
51310788693,acf,250,201
51310831559,ggb,7,10
51310843993,cbg,62,296
51310858105,adc,1,87
51310861523,cbe,283,230
51310880840,bdb,121,228
51310886559,efe,260,255
51310896428,dbe,290,27
51310901094,dda,143,163
51310903680,gab,126,152
51310916871,ccc,138,151
51310938187,gda,129,173
51310955961,cfa,200,201
51310967215,eae,147,15
51310987233,cge,206,336
51310988744,dba,21,297
51311011149,dbc,214,175
51311011529,dce,52,256
51311052089,gbc,167,351
51311064595,dga,288,275
51311070975,bdg,125,79
51311102799,bca,48,67
51311104850,ebb,114,77
51311124517,bbe,107,111
51311134814,caa,297,42
51311161604,adg,122,44
51311180202,bff,13,14
51311223438,dbb,28,100
51311226459,aff,23,156
51311251078,bcd,123,91
51311292323,dbg,74,189
51311300871,ccd,81,90
51311306581,fga,284,134
51311311047,aga,189,206
51311317096,ece,46,76
51311318917,gec,268,149
51311326627,eeg,38,24
51311335335,acd,195,87
51311394007,fbd,284,93
51311396919,cea,270,24
51311399003,gcc,152,69
51311424472,fed,157,139
51311430471,eaa,144,175
51311433582,acg,155,275
51311444691,afc,186,136
51311477021,dde,222,240
51311493250,bef,241,140
51311494739,aad,35,141
51311498330,fef,295,263
51311500108,ffc,214,122
51311557873,gfc,173,291
51311564984,feg,15,248
51311582673,fac,164,11
51311591785,dfc,112,228
51311601035,cbf,218,61
51311613200,agg,144,218
51311616134,dgg,66,247
51311650219,geb,272,235
51311671322,ffe,183,19
51311674319,bdg,80,65
51311683539,efb,121,222
51311718609,dcd,92,220
51311719497,bcb,64,223
51311720602,dcc,18,66
51311728876,eef,40,108
51311740860,eff,216,300
51311746997,gfa,34,166
51311751770,fcf,242,203
51311754176,caf,69,304
51311777968,fcb,195,53
51311782593,cfb,72,18
51311790282,bcc,196,85
51311800086,edd,241,201
51311810067,faf,230,66
51311825404,cec,185,28
51311834473,fce,12,82
51311920163,cca,92,134
51311921842,gef,261,40
51311947531,edb,273,207
51311988380,bcc,197,79
51312019044,fbb,245,256
51312044215,eba,182,138
51312076077,ebc,230,275
51312080877,aba,65,259
51312092600,ebf,290,335
51312120203,cee,210,255
51312127523,bga,211,58
51312135276,gec,296,168
51312135679,gfg,47,136
51312142742,ffg,147,148
51312156654,gdb,5,363
51312161121,aca,147,172
51312168548,cfe,40,231
51312250449,aae,80,86
51312283622,acc,70,74
51312299091,cae,119,227
51312305808,cff,60,242
51312311528,ead,204,32
51312340868,eda,187,119
51312342054,dfb,191,134
51312349122,egb,295,177
51312369287,fag,182,219
51312414681,feb,138,92
51312424538,cdc,97,18
51312439169,gad,211,69
51312440078,dab,49,7
51312453462,bac,58,39
51312456778,gbf,75,135
51312476113,cag,13,74
51312493253,cga,107,124
51312516839,ecc,70,345
51312527151,gga,137,24
51312540635,egf,127,156
51312541824,cfc,203,20
51312555239,eab,147,65
51312562962,aee,47,90
51312649834,ggc,223,164
51312657703,bbg,192,251
51312661965,ade,49,191
51312672388,bga,78,65
51312674420,baf,109,135
51312674753,gcg,224,251
51312686222,caa,86,40
51312723736,egf,287,135
51312726608,cad,100,256
51312731805,gcb,74,107
51312757978,cdc,204,20
51312780346,gaa,169,142
51312781501,cbg,227,340
51312813077,adc,72,77
51312826791,gee,116,142
51312849075,ddb,282,146
51312851457,gac,124,160
51312856232,bfd,110,276
51312864308,agf,140,238
51312865376,fgc,107,88
51312881102,fgg,99,155
51312887111,gbc,114,333
51312972231,ecd,192,136
51312998037,ada,45,61
51313005460,faf,40,75
51313025977,egf,114,121
51313027677,ccb,55,213
51313040403,ccb,286,174
51313040818,cba,167,146
51313050708,aea,75,342
51313094594,ccb,260,184
51313127547,cca,55,148
51313157238,ffg,76,137
51313162135,bcf,243,85
51313186296,fgf,174,291
51313187893,ggc,42,159
51313189883,bbc,258,122
51313196914,gge,12,165
51313224768,dbc,73,187
51313225214,dab,296,7
51313240151,agg,152,196
51313242461,bed,246,225
51313258270,dfa,201,218
51313265312,cdg,37,119
51313268283,ffc,161,100
51313275668,fgg,264,184
51313291908,dae,178,23
51313299023,eec,146,132
51313305864,ecb,257,42
51313306278,eeb,33,14
51313320345,efd,255,229
51313325570,ffb,111,143
51313330295,bda,4,13
51313357035,cfe,182,217
51313357361,dbc,101,190
51313376335,gfa,207,134
51313377417,gbg,218,6
51313395959,ffd,112,149
51313400766,dgd,175,343
51313401388,ece,144,70
51313405577,bfc,194,10
51313426150,dff,45,138
51313441948,dad,246,173
51313447244,eag,20,197
51313467456,gba,161,313
51313471003,dgf,169,162
51313491851,acc,252,62
51313543461,eee,173,239
51313560003,cbg,231,357
51313563310,eea,217,113
51313590589,deb,122,176
51313625144,dge,185,346
51313664892,abd,93,106
51313665668,dbd,77,11
51313669166,bec,149,227
51313682935,cbg,18,303
51313684444,gfe,8,126
51313686825,aeg,52,33
51313709756,abg,63,289
51313723978,bca,77,60
51313732035,dcf,218,187
51313736530,bfa,238,160
51313739811,fgb,66,267
51313752782,fbc,7,5
51313757061,cef,277,130
51313827770,acb,137,152
51313849137,dgf,279,181
51313865381,fcg,259,162
51313878809,dbe,69,30
51313912675,ace,45,10
51313938555,bgf,246,266
51313940998,afc,215,115
51313947654,dce,111,245
51313970646,dab,158,5
51313998650,ade,162,191
51314009527,ggd,15,23
51314010456,cab,260,195
51314013143,fdg,290,162
51314020512,dag,10,311
51314033771,fef,201,307
51314075645,ebg,87,6
51314077030,bdg,272,73
51314081495,bff,93,13
51314097655,eed,273,44
51314097663,gef,237,32
51314103235,gea,56,229
51314132126,cbc,262,7
51314143071,fba,177,51
51314157194,ffd,126,132
51314168093,bdc,27,249
51314188083,dbe,237,26
51314215230,fef,48,294
51314228901,bdb,140,221
51314253367,beb,181,293
51314277507,bge,291,125
51314304639,fcc,86,102
51314308882,afd,136,44
51314309827,abc,157,40
51314319825,dff,36,164
51314319924,bfc,147,11
51314334053,bca,249,64
51314356627,ecd,134,141
51314359017,ega,128,199
51314367933,fdb,116,184
51314373210,gbe,72,209
51314375318,eed,297,35
51314376321,bgg,6,58
51314377480,gcf,219,192
51314398118,fag,247,190
51314405612,bcg,26,67
51314406379,gac,148,176
51314409352,cbc,69,7
51314452985,ddd,38,203
51314483919,dfe,123,317
51314490004,dfd,45,90
51314521811,deg,56,244
51314534120,fea,94,48
51314558228,ccd,216,74
51314579730,bbb,39,48
51314635038,gbf,207,147
51314664425,daa,284,273
51314664813,dbf,249,36
51314671138,geg,251,154
51314676431,adb,211,121
51314685830,egg,29,182
51314687159,dgc,189,220
51314691739,ggd,229,27
51314729892,efa,213,40
51314742392,faa,118,208
51314788733,gfb,120,200
51314802697,ccf,136,174
51314809778,cgf,166,58
51314821032,cfe,237,249
51314822719,fbd,163,93
51314849953,aec,217,101
51314870843,gff,50,134
51314884332,ebc,163,236
51314887159,bbe,11,97
51314888679,acd,264,91
51314903203,dgg,224,207
51314904786,gdg,265,98
51314907549,dgf,60,179
51314977177,fec,31,220
51314978805,efc,127,334
51314980978,bfe,263,164
51315016326,aag,118,287
51315021967,cgb,81,60
51315036305,bbd,160,98
51315039846,gbd,35,140
51315048199,edc,209,173
51315055293,ccc,292,178
51315080688,dgg,289,223
51315096727,gfa,45,150
51315096891,eca,248,81
51315100377,bff,54,11
51315104587,bdd,39,9
51315114780,bfb,11,301
51315132145,ead,49,27
51315159291,deb,202,149
51315201387,ddf,6,190
51315223270,fbe,124,320
51315269091,egb,247,159
51315270827,dag,227,366
51315276199,cbc,4,6
51315299049,ggd,40,32
51315323904,efc,247,397
51315327380,cce,56,269
51315354836,egd,49,189
51315377775,gea,93,267
51315390570,cfc,279,23
51315397893,cbb,40,271
51315415051,bce,236,92
51315419723,dac,99,240
51315424266,bdf,135,255
51315446187,gdd,275,271
51315451427,bgb,131,73
51315461085,gbf,38,135
51315461468,fde,48,97
51315473726,ged,241,189
51315516332,ccd,55,68
51315521644,gae,7,40
51315535029,cgc,173,135
51315538560,feg,2,270
51315539359,gca,85,242
51315540534,aef,100,52
51315545981,dgf,66,164
51315548672,fga,4,134
51315552703,def,245,250
51315567570,dbg,40,173
51315573800,ege,198,90
51315583633,dfe,41,272
51315616170,bgc,251,43
51315632772,egf,238,143
51315637195,dac,228,252
51315655020,ded,13,46
51315681433,gea,1,242
51315687750,gde,66,228
51315708165,cfg,3,296
51315722724,dab,173,5
51315769223,bce,7,93
51315769354,ffa,261,52
51315770822,dbb,276,101
51315772915,gde,144,237
51315797621,cde,130,93
51315800384,acd,256,72
51315814814,gda,43,159
51315849809,dda,58,138
51315851192,gfc,272,346
51315857399,cdc,91,22
51315861543,gfg,213,149
51315899487,dde,65,266
51315921607,gdd,257,292
51315941934,efg,69,26
51315956537,ddf,161,182
51315972011,bfc,51,11
51315981192,eac,170,5
51315992227,add,179,258
51316032144,fce,9,84
51316064923,ffd,109,150
51316078079,edg,54,69
51316090183,eab,242,57
51316096040,dad,156,200
51316120768,dce,162,274
51316133954,abe,203,51
51316136516,afa,68,123
51316146839,bcg,63,65
51316148916,fba,107,60
51316167334,dcb,196,164
51316168286,cca,288,148
51316185510,bad,47,213
51316214030,bff,50,9
51316231383,bee,229,283
51316238703,eab,188,66
51316243984,aga,18,218
51316283484,agc,126,30
51316299489,ffa,284,60
51316306120,fca,182,203
51316319058,bae,244,137
51316338967,acf,124,178
51316339418,cdc,8,21
51316347610,cbd,1,81
51316360965,ggf,100,151
51316374041,gcc,198,73
51316425358,edd,38,229
51316454849,ceg,181,88
51316492694,gfd,251,109
51316496681,fdf,213,179
51316498023,fgd,288,146
51316503997,cda,223,187
51316515587,fbd,190,94
51316533585,gaf,15,137
51316556873,dgf,172,137
51316567280,bgd,197,249
51316568061,dea,241,74
51316580749,dfb,27,123
51316585003,gea,129,225
51316588414,feb,154,84
51316627978,aed,104,226
51316631655,gec,276,142
51316633202,dge,12,346
51316644509,ccc,9,202
51316661553,adg,170,37
51316677219,ggb,9,11
51316704342,eae,177,16
51316731537,feb,216,79
51316751631,cfd,185,59
51316761007,afg,280,236
51316787130,fab,219,157
51316840600,bff,183,7
51316841200,aaf,98,198
51316860283,cgd,120,134
51316888555,acd,278,64
51316888657,eed,298,33
51316914250,ced,75,177
51316918880,age,96,61
51316942810,ccd,297,65
51316952713,dab,271,5
51316969722,baa,96,54
51316987882,acg,188,310
51316992632,bba,53,40
51317008004,ggd,247,32
51317017885,gbd,44,155
51317022149,gbf,1,110
51317041887,bfg,92,69
51317044631,cfe,38,271
51317083588,fgf,26,323
51317087857,cgb,216,64
51317090354,aae,125,79
51317098915,eaa,100,204
51317102426,dcg,167,163
51317112428,bbc,48,145
51317118318,ecf,19,31
51317121669,ccb,182,152
51317170766,adg,231,43
51317173353,bgb,76,77
51317184771,dgd,187,288
51317188840,cdb,247,132
51317239150,caf,25,343
51317244302,deb,218,166
51317247758,ebd,23,185
51317263784,bce,115,92
51317275696,dab,103,5
51317276437,fac,142,13
51317290734,ebb,123,85
51317291265,aff,171,166
51317299162,bef,255,124
51317319361,dag,80,420
51317338510,gge,287,165
51317360410,deb,124,154
51317391136,cca,96,131
51317395260,beg,112,22
51317405909,eda,14,128
51317418701,aag,177,330
51317458187,cfb,49,19
51317472813,afb,59,167
51317497259,aab,222,149
51317506492,ddc,111,221
51317511548,agd,61,43
51317533288,dee,109,165
51317536918,bde,218,263
51317553903,gdf,273,34
51317564307,fdb,176,217
51317574410,caa,269,40
51317585973,ead,299,30
51317603841,caa,82,40
51317623298,cdc,24,19
51317646954,gdc,88,185
51317652662,cdf,107,121
51317661114,ebf,44,294
51317681899,baa,228,53
51317702885,eee,7,234
51317716647,ecc,17,300
51317716699,agb,284,67
51317756743,ffc,236,94
51317776320,bfb,39,297
51317787671,aaa,182,101
51317797393,bdg,158,58
51317803020,cbf,93,61
51317803860,fab,219,186
51317811319,dac,157,234
51317814748,fbf,298,227
51317823072,bgf,114,300
51317831143,fcg,56,149
51317846979,gag,263,155
51317853886,eaf,291,188
51317854416,adc,56,90
51317864792,gce,205,132
51317889000,cbe,228,248
51317898792,acc,144,52
51317909686,baf,1,135
51317912286,fad,2,79
51317942389,gfb,261,216
51317972037,eab,247,76
